nitrogen_city,nitrogen_county,nitrogen_mean,nitrogen_method,nitrogen_site,nitrogen_date
San Pablo,Contra Costa,6.252174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-25
San Pablo,Contra Costa,6.431579,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-27
San Pablo,Contra Costa,6.186364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-28
San Pablo,Contra Costa,3.852174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-29
San Pablo,Contra Costa,5.204545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-30
San Pablo,Contra Costa,5.652174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-03-31
San Pablo,Contra Costa,4.145455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-01
San Pablo,Contra Costa,2.86087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-02
San Pablo,Contra Costa,4.9,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-03
San Pablo,Contra Costa,3.652174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-04
San Pablo,Contra Costa,2.781818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-05
San Pablo,Contra Costa,7.686957,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-06
San Pablo,Contra Costa,5.030435,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-07
San Pablo,Contra Costa,4.243478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-08
San Pablo,Contra Costa,5.090909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-09
San Pablo,Contra Costa,4.713043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-10
San Pablo,Contra Costa,2.640909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-11
San Pablo,Contra Costa,2.991304,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-12
San Pablo,Contra Costa,6.327273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-13
San Pablo,Contra Costa,6.056522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-14
San Pablo,Contra Costa,7.822727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-15
San Pablo,Contra Costa,3.195652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-16
San Pablo,Contra Costa,3.730435,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-17
San Pablo,Contra Costa,2.873913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-18
San Pablo,Contra Costa,3.372727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-19
San Pablo,Contra Costa,3.143478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-20
San Pablo,Contra Costa,5.056522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-21
San Pablo,Contra Costa,4.621739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-22
San Pablo,Contra Costa,6.163636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-23
San Pablo,Contra Costa,8.03913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-24
San Pablo,Contra Costa,5.281818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-25
San Pablo,Contra Costa,3.73913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-26
San Pablo,Contra Costa,5.795455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-27
San Pablo,Contra Costa,6.282609,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-28
San Pablo,Contra Costa,2.272727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-29
San Pablo,Contra Costa,4.813043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-04-30
San Pablo,Contra Costa,4.752174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-01
San Pablo,Contra Costa,2.909091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-03
San Pablo,Contra Costa,2.491304,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-02
San Pablo,Contra Costa,6.656522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-04
San Pablo,Contra Costa,4.869565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-05
San Pablo,Contra Costa,5.265217,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-06
San Pablo,Contra Costa,7.368182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-07
San Pablo,Contra Costa,8.530435,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-08
San Pablo,Contra Costa,3.436364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-09
San Pablo,Contra Costa,2.613043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-10
San Pablo,Contra Costa,6.027273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-11
San Pablo,Contra Costa,4.069565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-12
San Pablo,Contra Costa,7.181818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-13
San Pablo,Contra Costa,5.021739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-14
San Pablo,Contra Costa,3.521739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-15
San Pablo,Contra Costa,3.03913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-16
San Pablo,Contra Costa,3.190909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-17
San Pablo,Contra Costa,3.447826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-18
San Pablo,Contra Costa,3.878261,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-19
San Pablo,Contra Costa,4.56087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-20
San Pablo,Contra Costa,4.386364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-21
San Pablo,Contra Costa,5.86087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-22
San Pablo,Contra Costa,6.595455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-23
San Pablo,Contra Costa,7.213043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-24
San Pablo,Contra Costa,6.236364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-25
San Pablo,Contra Costa,8.386957,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-26
San Pablo,Contra Costa,3.440909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-27
San Pablo,Contra Costa,3.547826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-28
San Pablo,Contra Costa,2.629412,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-29
San Pablo,Contra Costa,3.469565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-30
San Pablo,Contra Costa,3.172727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-05-31
San Pablo,Contra Costa,4.908696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-01
San Pablo,Contra Costa,9.013043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-02
San Pablo,Contra Costa,7.26087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-03
San Pablo,Contra Costa,6.522727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-04
San Pablo,Contra Costa,2.66087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-05
San Pablo,Contra Costa,1.209091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-06
San Pablo,Contra Costa,0.830435,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-07
San Pablo,Contra Costa,2.822727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-08
San Pablo,Contra Costa,6.321739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-09
San Pablo,Contra Costa,4.986364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-10
San Pablo,Contra Costa,4.943478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-11
San Pablo,Contra Costa,2.873913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-12
San Pablo,Contra Costa,2.695652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-13
San Pablo,Contra Costa,2.931818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-14
San Pablo,Contra Costa,4.308696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-15
San Pablo,Contra Costa,3.23913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-16
San Pablo,Contra Costa,6.013043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-17
San Pablo,Contra Costa,9.3,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-18
San Pablo,Contra Costa,3.482609,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-19
San Pablo,Contra Costa,3.122727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-20
San Pablo,Contra Costa,2.5,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-21
San Pablo,Contra Costa,3.436364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-22
San Pablo,Contra Costa,3.621739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-23
San Pablo,Contra Costa,3.054545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-24
San Pablo,Contra Costa,3.034783,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-25
San Pablo,Contra Costa,3.813043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-26
San Pablo,Contra Costa,2.452174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-27
San Pablo,Contra Costa,2.313636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-28
San Pablo,Contra Costa,4.773913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-29
San Pablo,Contra Costa,5.569565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-06-30
San Pablo,Contra Costa,3.265217,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-01
San Pablo,Contra Costa,3.786364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-02
San Pablo,Contra Costa,3.7,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-03
San Pablo,Contra Costa,5.327273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-04
San Pablo,Contra Costa,4.317391,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-05
San Pablo,Contra Costa,5.554545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-06
San Pablo,Contra Costa,4.943478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-07
San Pablo,Contra Costa,4.247826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-09
San Pablo,Contra Costa,4.136364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-08
San Pablo,Contra Costa,4.443478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-10
San Pablo,Contra Costa,3.76087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-11
San Pablo,Contra Costa,3.963636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-12
San Pablo,Contra Costa,2.695652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-13
San Pablo,Contra Costa,3.508696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-14
San Pablo,Contra Costa,3.5,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-15
San Pablo,Contra Costa,3.395455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-16
San Pablo,Contra Costa,3.004348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-17
San Pablo,Contra Costa,3.113636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-18
San Pablo,Contra Costa,2.621739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-19
San Pablo,Contra Costa,2.981818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-20
San Pablo,Contra Costa,2.813043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-21
San Pablo,Contra Costa,2.354545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-22
San Pablo,Contra Costa,3.147826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-23
San Pablo,Contra Costa,2.36087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-24
San Pablo,Contra Costa,2.76087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-25
San Pablo,Contra Costa,3.245455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-26
San Pablo,Contra Costa,3.617391,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-27
San Pablo,Contra Costa,2.926087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-28
San Pablo,Contra Costa,2.904348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-29
San Pablo,Contra Costa,3.309091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-30
San Pablo,Contra Costa,2.43913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-07-31
San Pablo,Contra Costa,2.490909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-01
San Pablo,Contra Costa,3.104348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-02
San Pablo,Contra Costa,4.968182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-03
San Pablo,Contra Costa,2.686957,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-04
San Pablo,Contra Costa,2.613636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-05
San Pablo,Contra Costa,3.413043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-06
San Pablo,Contra Costa,4.121739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-07
San Pablo,Contra Costa,3.104348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-08
San Pablo,Contra Costa,3.568182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-09
San Pablo,Contra Costa,3.786957,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-10
San Pablo,Contra Costa,3.965217,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-11
San Pablo,Contra Costa,4.443478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-12
San Pablo,Contra Costa,8.168182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-13
San Pablo,Contra Costa,8.352174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-14
San Pablo,Contra Costa,8.454545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-15
San Pablo,Contra Costa,7.173913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-16
San Pablo,Contra Costa,6.918182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-17
San Pablo,Contra Costa,6.969565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-18
San Pablo,Contra Costa,8.113636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-19
San Pablo,Contra Costa,6.321739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-20
San Pablo,Contra Costa,7.395652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-21
San Pablo,Contra Costa,6.317391,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-22
San Pablo,Contra Costa,6.127273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-23
San Pablo,Contra Costa,7.082609,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-24
San Pablo,Contra Costa,4.465217,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-25
San Pablo,Contra Costa,3.378261,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-26
San Pablo,Contra Costa,4.395455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-27
San Pablo,Contra Costa,4.356522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-28
San Pablo,Contra Costa,3.463636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-29
San Pablo,Contra Costa,3.969565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-30
San Pablo,Contra Costa,5.131818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-08-31
San Pablo,Contra Costa,4.273913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-01
San Pablo,Contra Costa,5.221739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-03
San Pablo,Contra Costa,5.390909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-02
San Pablo,Contra Costa,7.552632,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-04
San Pablo,Contra Costa,11.278261,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-05
San Pablo,Contra Costa,15.322727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-06
San Pablo,Contra Costa,9.278261,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-07
San Pablo,Contra Costa,6.991304,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-08
San Pablo,Contra Costa,7.026087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-09
San Pablo,Contra Costa,10.363636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-10
San Pablo,Contra Costa,9.356522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-11
San Pablo,Contra Costa,9.145455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-12
San Pablo,Contra Costa,6.36087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-13
San Pablo,Contra Costa,8.068182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-14
San Pablo,Contra Costa,8.713043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-15
San Pablo,Contra Costa,7.372727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-16
San Pablo,Contra Costa,7.0,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-17
San Pablo,Contra Costa,5.647826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-18
San Pablo,Contra Costa,6.882609,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-19
San Pablo,Contra Costa,7.768182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-20
San Pablo,Contra Costa,5.521739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-21
San Pablo,Contra Costa,5.352174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-22
San Pablo,Contra Costa,6.769565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-23
San Pablo,Contra Costa,5.054545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-24
San Pablo,Contra Costa,7.93913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-25
San Pablo,Contra Costa,6.613636,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-26
San Pablo,Contra Costa,11.113043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-27
San Pablo,Contra Costa,12.572727,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-28
San Pablo,Contra Costa,12.336364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-30
San Pablo,Contra Costa,6.913043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-09-29
San Pablo,Contra Costa,17.756522,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-01
San Pablo,Contra Costa,12.921739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-02
San Pablo,Contra Costa,9.86087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-03
San Pablo,Contra Costa,5.154545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-04
San Pablo,Contra Costa,8.721739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-05
San Pablo,Contra Costa,6.995652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-06
San Pablo,Contra Costa,5.921739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-07
San Pablo,Contra Costa,5.831818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-08
San Pablo,Contra Costa,5.76087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-09
San Pablo,Contra Costa,7.7,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-10
San Pablo,Contra Costa,8.178261,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-11
San Pablo,Contra Costa,11.240909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-12
San Pablo,Contra Costa,10.569565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-13
San Pablo,Contra Costa,11.242857,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-14
San Pablo,Contra Costa,10.365,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-15
San Pablo,Contra Costa,6.134783,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-16
San Pablo,Contra Costa,7.504348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-17
San Pablo,Contra Costa,6.377273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-18
San Pablo,Contra Costa,6.213043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-19
San Pablo,Contra Costa,7.973913,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-20
San Pablo,Contra Costa,7.513043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-21
San Pablo,Contra Costa,6.481818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-22
San Pablo,Contra Costa,5.908696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-23
San Pablo,Contra Costa,3.764286,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-25
San Pablo,Contra Costa,5.486364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-24
San Pablo,Contra Costa,15.188889,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-26
San Pablo,Contra Costa,11.395652,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-27
San Pablo,Contra Costa,17.368182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-28
San Pablo,Contra Costa,14.904348,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-29
San Pablo,Contra Costa,12.229412,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-30
San Pablo,Contra Costa,13.326087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-10-31
San Pablo,Contra Costa,12.927273,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-01
San Pablo,Contra Costa,12.2,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-02
San Pablo,Contra Costa,7.769565,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-03
San Pablo,Contra Costa,10.121739,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-04
San Pablo,Contra Costa,10.286364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-05
San Pablo,Contra Costa,3.77,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-06
San Pablo,Contra Costa,3.081818,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-07
San Pablo,Contra Costa,3.952174,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-08
San Pablo,Contra Costa,9.95,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-09
San Pablo,Contra Costa,11.482609,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-10
San Pablo,Contra Costa,8.440909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-11
San Pablo,Contra Costa,12.613043,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-12
San Pablo,Contra Costa,11.143478,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-13
San Pablo,Contra Costa,10.990909,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-14
San Pablo,Contra Costa,11.104545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-15
San Pablo,Contra Costa,9.359091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-16
San Pablo,Contra Costa,9.8,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-17
San Pablo,Contra Costa,8.947826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-18
San Pablo,Contra Costa,8.259091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-19
San Pablo,Contra Costa,11.345455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-20
San Pablo,Contra Costa,12.519048,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-21
San Pablo,Contra Costa,11.259091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-22
San Pablo,Contra Costa,11.42381,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-23
San Pablo,Contra Costa,11.37,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-24
San Pablo,Contra Costa,7.119048,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-25
San Pablo,Contra Costa,5.709091,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-26
San Pablo,Contra Costa,10.808696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-27
San Pablo,Contra Costa,13.347826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-28
San Pablo,Contra Costa,13.671429,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-29
San Pablo,Contra Costa,14.347826,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-11-30
San Pablo,Contra Costa,17.02381,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-01
San Pablo,Contra Costa,18.118182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-02
San Pablo,Contra Costa,18.604545,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-03
San Pablo,Contra Costa,18.645455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-04
San Pablo,Contra Costa,17.168182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-05
San Pablo,Contra Costa,10.833333,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-06
San Pablo,Contra Costa,8.236364,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-07
San Pablo,Contra Costa,19.095,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-08
San Pablo,Contra Costa,17.568182,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-09
San Pablo,Contra Costa,17.108696,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-10
San Pablo,Contra Costa,13.391304,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-11
San Pablo,Contra Costa,9.326087,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-12
San Pablo,Contra Costa,7.345455,INSTRUMENTAL - CHEMILUMINESCENCE,1004,2020-12-13
